sample_id,study_name,study_subset,environment,sample,groupby,group,T,pH,O2_umol_L,Eh,Eh7,Bacteria_Zc,Archaea_Zc
SRR12038382,WFB+21,NA,Sediment,t15d00,Treatment,Manual turbation,NA,NA,0.3,189,189,-0.152564,NA
SRR12038381,WFB+21,NA,Sediment,t15d15,Treatment,Manual turbation,NA,NA,0.2,151,151,-0.152378,NA
SRR12038379,WFB+21,NA,Sediment,t15d30,Treatment,Manual turbation,NA,NA,0,87,87,-0.152925,NA
SRR12038378,WFB+21,NA,Sediment,t15d45,Treatment,Manual turbation,NA,NA,0,59,59,-0.153558,NA
SRR12038377,WFB+21,NA,Sediment,t16d00,Treatment,C. volutator,NA,NA,2,211,211,-0.153657,NA
SRR12038376,WFB+21,NA,Sediment,t16d15,Treatment,C. volutator,NA,NA,1.7,147,147,-0.152315,NA
SRR12038375,WFB+21,NA,Sediment,t16d30,Treatment,C. volutator,NA,NA,0,92,92,-0.152885,NA
SRR12038374,WFB+21,NA,Sediment,t16d45,Treatment,C. volutator,NA,NA,0,62,62,-0.152729,NA
SRR12038373,WFB+21,NA,Sediment,t17d00,Treatment,H. diversicolor,NA,NA,0.3,176,176,-0.152467,NA
SRR12038372,WFB+21,NA,Sediment,t17d15,Treatment,H. diversicolor,NA,NA,0.1,129,129,-0.15332,NA
SRR12038371,WFB+21,NA,Sediment,t17d30,Treatment,H. diversicolor,NA,NA,0,92,92,-0.152806,NA
SRR12038370,WFB+21,NA,Sediment,t17d45,Treatment,H. diversicolor,NA,NA,0,65,65,-0.153313,NA
SRR12038415,WFB+21,NA,Sediment,t18d00,Treatment,Cv & Hd,NA,NA,3.2,195,195,-0.151734,NA
SRR12038414,WFB+21,NA,Sediment,t18d15,Treatment,Cv & Hd,NA,NA,1.2,142,142,-0.151411,NA
SRR12038413,WFB+21,NA,Sediment,t18d30,Treatment,Cv & Hd,NA,NA,0,101,101,-0.152724,NA
SRR12038412,WFB+21,NA,Sediment,t18d45,Treatment,Cv & Hd,NA,NA,0,75,75,-0.153596,NA
SRR12038411,WFB+21,NA,Sediment,t19d00,Treatment,MPB,NA,NA,1.1,149,149,-0.154387,NA
SRR12038410,WFB+21,NA,Sediment,t19d15,Treatment,MPB,NA,NA,0.1,105,105,-0.1543,NA
SRR12038409,WFB+21,NA,Sediment,t19d30,Treatment,MPB,NA,NA,0,80,80,-0.152719,NA
SRR12038408,WFB+21,NA,Sediment,t19d45,Treatment,MPB,NA,NA,0,63,63,-0.153336,NA
SRR12038407,WFB+21,NA,Sediment,t20d00,Treatment,Manual turbation,NA,NA,0.3,189,189,-0.152255,NA
SRR12038406,WFB+21,NA,Sediment,t20d15,Treatment,Manual turbation,NA,NA,0.2,151,151,-0.151689,NA
SRR12038404,WFB+21,NA,Sediment,t20d30,Treatment,Manual turbation,NA,NA,0,87,87,-0.152864,NA
SRR12038403,WFB+21,NA,Sediment,t20d45,Treatment,Manual turbation,NA,NA,0,59,59,-0.154715,NA
SRR16767572,HCW+22,NA,Sediment,21d_Jb1_,Condition,Static,NA,7.45,NA,-220.9,-194.28,-0.152477,NA
SRR16767571,HCW+22,NA,Sediment,21d_Jb2_,Condition,Static,NA,7.45,NA,-220.9,-194.28,-0.156318,NA
SRR16767569,HCW+22,NA,Sediment,21d_Jb3_,Condition,Static,NA,7.45,NA,-220.9,-194.28,-0.154275,NA
SRR16767568,HCW+22,NA,Sediment,21d_Qb1_,Condition,Strong,NA,7.72,NA,-180.3,-137.71,-0.15908,NA
SRR16767567,HCW+22,NA,Sediment,21d_Qb2_,Condition,Strong,NA,7.72,NA,-180.3,-137.71,-0.158515,NA
SRR16767566,HCW+22,NA,Sediment,21d_Qb3_,Condition,Strong,NA,7.72,NA,-180.3,-137.71,-0.154568,NA
SRR16767565,HCW+22,NA,Sediment,21d_Rb1_,Condition,Weak,NA,7.66,NA,-150.7,-111.66,-0.157298,NA
SRR16767564,HCW+22,NA,Sediment,21d_Rb2_,Condition,Weak,NA,7.66,NA,-150.7,-111.66,-0.155753,NA
SRR16767563,HCW+22,NA,Sediment,21d_Rb3_,Condition,Weak,NA,7.66,NA,-150.7,-111.66,-0.15333,NA
SRR16767562,HCW+22,NA,Sediment,35d_Jb1_,Condition,Static,NA,7.42,NA,-218.8,-193.95,-0.151628,NA
SRR16767561,HCW+22,NA,Sediment,35d_Jb2_,Condition,Static,NA,7.42,NA,-218.8,-193.95,-0.163202,NA
SRR16767560,HCW+22,NA,Sediment,35d_Jb3_,Condition,Static,NA,7.42,NA,-218.8,-193.95,-0.157224,NA
SRR16767558,HCW+22,NA,Sediment,35d_Qb1_,Condition,Strong,NA,7.62,NA,-93.2,-56.52,-0.153183,NA
SRR16767557,HCW+22,NA,Sediment,35d_Qb2_,Condition,Strong,NA,7.62,NA,-93.2,-56.52,-0.15612,NA
SRR16767556,HCW+22,NA,Sediment,35d_Qb3_,Condition,Strong,NA,7.62,NA,-93.2,-56.52,-0.158252,NA
SRR16767555,HCW+22,NA,Sediment,35d_Rb1_,Condition,Weak,NA,7.43,NA,-94.8,-69.36,-0.15233,NA
SRR16767554,HCW+22,NA,Sediment,35d_Rb2_,Condition,Weak,NA,7.43,NA,-94.8,-69.36,-0.155534,NA
SRR16767542,HCW+22,NA,Sediment,35d_Rb3_,Condition,Weak,NA,7.43,NA,-94.8,-69.36,-0.155896,NA
SRR16767543,HCW+22,NA,Sediment,47d_Jb1_,Condition,Static,NA,7.23,NA,-225.2,-211.59,-0.158152,NA
SRR16767544,HCW+22,NA,Sediment,47d_Jb2_,Condition,Static,NA,7.23,NA,-225.2,-211.59,-0.158724,NA
SRR16767545,HCW+22,NA,Sediment,47d_Jb3_,Condition,Static,NA,7.23,NA,-225.2,-211.59,-0.15546,NA
SRR16767546,HCW+22,NA,Sediment,47d_Qb1_,Condition,Strong,NA,7.34,NA,-94.2,-74.09,-0.159034,NA
SRR16767548,HCW+22,NA,Sediment,47d_Qb2_,Condition,Strong,NA,7.34,NA,-94.2,-74.09,-0.150946,NA
SRR16767549,HCW+22,NA,Sediment,47d_Qb3_,Condition,Strong,NA,7.34,NA,-94.2,-74.09,-0.155779,NA
SRR16767550,HCW+22,NA,Sediment,47d_Rb1_,Condition,Weak,NA,7.09,NA,-94.2,-88.88,-0.156283,NA
SRR16767551,HCW+22,NA,Sediment,47d_Rb2_,Condition,Weak,NA,7.09,NA,-94.2,-88.88,-0.15616,NA
SRR16767552,HCW+22,NA,Sediment,47d_Rb3_,Condition,Weak,NA,7.09,NA,-94.2,-88.88,-0.155747,NA
SRR16767541,HCW+22,NA,Sediment,7d_Jb1_,Condition,Static,NA,7.3,NA,-194.1,-176.35,-0.151514,NA
SRR16767580,HCW+22,NA,Sediment,7d_Jb2_,Condition,Static,NA,7.3,NA,-194.1,-176.35,-0.156345,NA
SRR16767579,HCW+22,NA,Sediment,7d_Jb3_,Condition,Static,NA,7.3,NA,-194.1,-176.35,-0.156731,NA
SRR16767578,HCW+22,NA,Sediment,7d_Qb1_,Condition,Strong,NA,7.61,NA,-194.1,-158.01,-0.159294,NA
SRR16767577,HCW+22,NA,Sediment,7d_Qb2_,Condition,Strong,NA,7.61,NA,-194.1,-158.01,-0.158913,NA
SRR16767576,HCW+22,NA,Sediment,7d_Qb3_,Condition,Strong,NA,7.61,NA,-194.1,-158.01,-0.161859,NA
SRR16767575,HCW+22,NA,Sediment,7d_Rb1_,Condition,Weak,NA,7.52,NA,-194.1,-163.34,-0.154617,NA
SRR16767574,HCW+22,NA,Sediment,7d_Rb2_,Condition,Weak,NA,7.52,NA,-194.1,-163.34,-0.154586,NA
SRR16767573,HCW+22,NA,Sediment,7d_Rb3_,Condition,Weak,NA,7.52,NA,-194.1,-163.34,-0.151598,NA
SRR16767582,HCW+22,NA,Sediment,od_J1_,Condition,Static,NA,7.34,NA,-193.3,-173.19,-0.154463,NA
SRR16767581,HCW+22,NA,Sediment,od_J2_,Condition,Static,NA,7.34,NA,-193.3,-173.19,-0.146193,NA
SRR16767570,HCW+22,NA,Sediment,od_J3_,Condition,Static,NA,7.34,NA,-193.3,-173.19,-0.159061,NA
SRR16767559,HCW+22,NA,Sediment,od_Q1_,Condition,Strong,NA,7.52,NA,-194,-163.24,-0.149208,NA
SRR16767547,HCW+22,NA,Sediment,od_Q2_,Condition,Strong,NA,7.52,NA,-194,-163.24,-0.1502,NA
SRR16767553,HCW+22,NA,Sediment,od_Q3_,Condition,Strong,NA,7.52,NA,-194,-163.24,-0.151289,NA
SRR16767540,HCW+22,NA,Sediment,od_R3_,Condition,Weak,NA,7.43,NA,-193.3,-167.86,-0.149499,NA
SRR16767538,HCW+22,NA,Sediment,od_Rr1_,Condition,Weak,NA,7.43,NA,-193.3,-167.86,-0.151763,NA
SRR16767539,HCW+22,NA,Sediment,od_Rr2_,Condition,Weak,NA,7.43,NA,-193.3,-167.86,-0.156819,NA
SRR19049962,WKG+22,NA,Sediment,sed_1_Sp,Season,Spring,NA,7.63,NA,449.1,486.37,-0.163686,NA
SRR19049954,WKG+22,NA,Sediment,sed_2_Sp,Season,Spring,NA,7.413,NA,247.266,271.7,-0.1701,NA
SRR19049951,WKG+22,NA,Sediment,sed_3_Sp,Season,Spring,NA,7.576,NA,166.9,200.97,-0.159562,NA
SRR19049936,WKG+22,NA,Sediment,sed_4_Sp,Season,Spring,NA,7.62,NA,211.5,248.18,-0.163633,NA
SRR19049925,WKG+22,NA,Sediment,sed_5_Sp,Season,Spring,NA,7.556,NA,301.6,334.49,-0.160042,NA
SRR19049961,WKG+22,NA,Sediment,sed_6_Sp,Season,Spring,NA,7.936,NA,298.366,353.74,-0.16232,NA
SRR19049960,WKG+22,NA,Sediment,sed_7_Sp,Season,Spring,NA,7.873,NA,297.7,349.34,-0.16874,NA
SRR19049959,WKG+22,NA,Sediment,sed_8_Sp,Season,Spring,NA,7.56,NA,303.5,336.63,-0.165707,NA
SRR19049957,WKG+22,NA,Sediment,sed_9_Sp,Season,Spring,NA,7.313,NA,139.666,158.18,-0.168486,NA
SRR19049958,WKG+22,NA,Sediment,sed_10_Sp,Season,Spring,NA,7.383,NA,224.333,246.99,-0.172271,NA
SRR19049955,WKG+22,NA,Sediment,sed_1_Su,Season,Summer,NA,7.603,NA,427.9,463.57,-0.177817,NA
SRR19049956,WKG+22,NA,Sediment,sed_2_Su,Season,Summer,NA,7.646,NA,429.133,467.35,-0.167003,NA
SRR19049943,WKG+22,NA,Sediment,sed_3_Su,Season,Summer,NA,7.673,NA,286,325.81,-0.173309,NA
SRR19049944,WKG+22,NA,Sediment,sed_4_Su,Season,Summer,NA,7.723,NA,126.433,169.2,-0.158612,NA
SRR19049945,WKG+22,NA,Sediment,sed_5_Su,Season,Summer,NA,7.423,NA,298.3,323.32,-0.178575,NA
SRR19049947,WKG+22,NA,Sediment,sed_6_Su,Season,Summer,NA,7.59,NA,297.3,332.2,-0.173864,NA
SRR19049946,WKG+22,NA,Sediment,sed_7_Su,Season,Summer,NA,7.593,NA,212.266,247.35,-0.169895,NA
SRR19049948,WKG+22,NA,Sediment,sed_8_Su,Season,Summer,NA,7.67,NA,258.2,297.83,-0.162799,NA
SRR19049949,WKG+22,NA,Sediment,sed_9_Su,Season,Summer,NA,7.483,NA,267.066,295.64,-0.178309,NA
SRR19049950,WKG+22,NA,Sediment,sed_10_Su,Season,Summer,NA,7.356,NA,273.966,295.03,-0.175645,NA
SRR19049953,WKG+22,NA,Sediment,sed_1_A,Season,Autumn,NA,7.76,NA,303.766,348.72,-0.17025,NA
SRR19049942,WKG+22,NA,Sediment,sed_2_A,Season,Autumn,NA,7.546,NA,303.166,335.47,-0.157809,NA
SRR19049933,WKG+22,NA,Sediment,sed_3_A,Season,Autumn,NA,7.39,NA,355,378.07,-0.158769,NA
SRR19049932,WKG+22,NA,Sediment,sed_4_A,Season,Autumn,NA,7.656,NA,191.5,230.31,-0.165511,NA
SRR19049952,WKG+22,NA,Sediment,sed_5_A,Season,Autumn,NA,7.03,NA,357.5,359.27,-0.174583,NA
SRR19049941,WKG+22,NA,Sediment,sed_6_A,Season,Autumn,NA,7.35,NA,357.066,377.77,-0.161208,NA
SRR19049940,WKG+22,NA,Sediment,sed_7_A,Season,Autumn,NA,7.643,NA,342.3,380.34,-0.165023,NA
SRR19049939,WKG+22,NA,Sediment,sed_8_A,Season,Autumn,NA,7.686,NA,295.333,335.91,-0.172258,NA
SRR19049938,WKG+22,NA,Sediment,sed_9_A,Season,Autumn,NA,7.59,NA,306.766,341.67,-0.166281,NA
SRR19049937,WKG+22,NA,Sediment,sed_10_A,Season,Autumn,NA,7.386,NA,357.166,380,-0.162502,NA
SRR19049935,WKG+22,NA,Sediment,sed_1_W,Season,Winter,NA,6.873,NA,322.4,314.89,-0.168451,NA
SRR19049934,WKG+22,NA,Sediment,sed_2_W,Season,Winter,NA,7.393,NA,327.266,350.51,-0.16732,NA
SRR19049924,WKG+22,NA,Sediment,sed_3_W,Season,Winter,NA,7.36,NA,331.166,352.46,-0.156369,NA
SRR19049923,WKG+22,NA,Sediment,sed_4_W,Season,Winter,NA,7.46,NA,349.666,376.88,-0.157861,NA
SRR19049931,WKG+22,NA,Sediment,sed_5_W,Season,Winter,NA,7.26,NA,328.933,344.31,-0.156467,NA
SRR19049930,WKG+22,NA,Sediment,sed_6_W,Season,Winter,NA,7.41,NA,339.6,363.85,-0.163038,NA
SRR19049929,WKG+22,NA,Sediment,sed_7_W,Season,Winter,NA,7.483,NA,323.466,352.04,-0.169466,NA
SRR19049928,WKG+22,NA,Sediment,sed_8_W,Season,Winter,NA,7.55,NA,284.133,316.67,-0.157476,NA
SRR19049927,WKG+22,NA,Sediment,sed_9_W,Season,Winter,NA,7.15,NA,318.266,327.14,-0.158039,NA
SRR19049926,WKG+22,NA,Sediment,sed_10_W,Season,Winter,NA,7.183,NA,325.933,336.76,-0.175176,NA
SRR5435165,MLL+19,NA,Soil,Upland_soil_1,Type,Upland,NA,4.6,NA,415.4,273.43,-0.148179,NA
SRR5435164,MLL+19,NA,Soil,Upland_soil_2,Type,Upland,NA,4.79,NA,376.1,245.37,-0.148206,NA
SRR5435163,MLL+19,NA,Soil,Upland_soil_3,Type,Upland,NA,4.6,NA,373.2,231.23,-0.154685,NA
SRR5435162,MLL+19,NA,Soil,Upland_soil_4,Type,Upland,NA,4.57,NA,444,300.25,-0.153001,NA
SRR5435161,MLL+19,NA,Soil,Upland_soil_5,Type,Upland,NA,4.56,NA,409.4,265.06,-0.144909,NA
SRR5435160,MLL+19,NA,Soil,Upland_soil_6,Type,Upland,NA,4.46,NA,402.4,252.14,-0.148994,NA
SRR5435159,MLL+19,NA,Soil,Upland_soil_7,Type,Upland,NA,4.65,NA,380,240.98,-0.144628,NA
SRR5435158,MLL+19,NA,Soil,Upland_soil_8,Type,Upland,NA,4.6,NA,369.8,227.83,-0.150346,NA
SRR5435157,MLL+19,NA,Soil,Upland_soil_9,Type,Upland,NA,4.36,NA,369.4,213.23,-0.151534,-0.18981
SRR5435156,MLL+19,NA,Soil,Upland_soil_10,Type,Upland,NA,4.7,NA,395.4,259.34,-0.146418,-0.196979
SRR5435155,MLL+19,NA,Soil,Paddy_soil_1,Type,Paddy,NA,3.93,NA,81.6,-100.01,-0.15721,-0.187811
SRR5435154,MLL+19,NA,Soil,Paddy_soil_2,Type,Paddy,NA,3.55,NA,110.4,-93.69,-0.157864,-0.185282
SRR5435153,MLL+19,NA,Soil,Paddy_soil_3,Type,Paddy,NA,4.19,NA,166.1,-0.13,-0.14944,-0.19159
SRR5435152,MLL+19,NA,Soil,Paddy_soil_4,Type,Paddy,NA,4.43,NA,93.6,-58.43,-0.159051,-0.182687
SRR5435151,MLL+19,NA,Soil,Paddy_soil_5,Type,Paddy,NA,3.99,NA,125.3,-52.76,-0.159333,-0.188977
SRR5435150,MLL+19,NA,Soil,Paddy_soil_6,Type,Paddy,NA,4.14,NA,110.3,-58.89,-0.155138,-0.187905
SRR5435149,MLL+19,NA,Soil,Paddy_soil_7,Type,Paddy,NA,3.15,NA,76,-151.75,-0.156115,-0.186603
SRR5435148,MLL+19,NA,Soil,Paddy_soil_8,Type,Paddy,NA,5.16,NA,288.1,179.25,-0.148362,-0.195192
SRR5435147,MLL+19,NA,Soil,Paddy_soil_9,Type,Paddy,NA,5.72,NA,164.9,89.18,-0.152601,-0.196175
SRR5435146,MLL+19,NA,Soil,Paddy_soil_10,Type,Paddy,NA,5.39,NA,108.4,13.16,-0.150178,NA
SRR5435145,MLL+19,NA,Soil,Sediment_1,Type,Sediment,NA,5.26,NA,-65.8,-168.73,-0.156062,-0.185238
SRR5435144,MLL+19,NA,Soil,Sediment_2,Type,Sediment,NA,5.71,NA,-120.5,-196.81,-0.155643,-0.185257
SRR5435143,MLL+19,NA,Soil,Sediment_3,Type,Sediment,NA,6.02,NA,-115,-172.97,-0.157282,-0.177092
SRR5435142,MLL+19,NA,Soil,Sediment_4,Type,Sediment,NA,5.96,NA,-62.3,-123.82,-0.15549,-0.188842
SRR5435141,MLL+19,NA,Soil,Sediment_5,Type,Sediment,NA,6.71,NA,-60.2,-77.36,-0.155724,-0.190268
SRR5435140,MLL+19,NA,Soil,Sediment_6,Type,Sediment,NA,4.47,NA,-192.9,-342.56,-0.153244,NA
SRR5435139,MLL+19,NA,Soil,Sediment_7,Type,Sediment,NA,4.84,NA,-246.8,-374.58,-0.156892,-0.1817
SRR5435138,MLL+19,NA,Soil,Sediment_8,Type,Sediment,NA,6.11,NA,-265,-317.65,-0.156861,-0.183791
SRR5435137,MLL+19,NA,Soil,Sediment_9,Type,Sediment,NA,4.71,NA,-129.8,-265.27,-0.154799,-0.185714
SRR5435136,MLL+19,NA,Soil,Sediment_10,Type,Sediment,NA,5.24,NA,-174.1,-278.21,-0.159049,-0.186586
SRR6206143,BMOB18,NA,Soil,II.Acetate.site.1,Treatment,Acetate,NA,7.09,NA,-220,-214.68,-0.180866,-0.185317
SRR6206144,BMOB18,NA,Soil,II.Acetate.site.4,Treatment,Acetate,NA,7.09,NA,-220,-214.68,-0.165298,-0.189623
SRR6206141,BMOB18,NA,Soil,II.Acetate.site.6,Treatment,Acetate,NA,7.09,NA,-220,-214.68,-0.171755,-0.18811
SRR6206142,BMOB18,NA,Soil,II.Acetate.site.7,Treatment,Acetate,NA,7.09,NA,-220,-214.68,-0.175399,-0.187935
SRR6206149,BMOB18,NA,Soil,II.NegCtrl.site.1,Treatment,No amendment,NA,6.7,NA,-89,-106.75,-0.170275,-0.186859
SRR6206150,BMOB18,NA,Soil,II.NegCtrl.site.4,Treatment,No amendment,NA,6.7,NA,-89,-106.75,-0.172146,-0.190075
SRR6206125,BMOB18,NA,Soil,II.NegCtrl.site.6,Treatment,No amendment,NA,6.7,NA,-89,-106.75,-0.172325,-0.1884
SRR6206126,BMOB18,NA,Soil,II.NegCtrl.site.7,Treatment,No amendment,NA,6.7,NA,-89,-106.75,-0.17299,-0.189277
SRR6206123,BMOB18,NA,Soil,II.Preinc.site.1,Treatment,Pre-incubation,NA,6.66,NA,-215,-235.11,-0.168517,-0.187258
SRR6206124,BMOB18,NA,Soil,II.Preinc.site.4,Treatment,Pre-incubation,NA,6.66,NA,-215,-235.11,-0.170257,-0.189882
SRR6206129,BMOB18,NA,Soil,II.Preinc.site.6,Treatment,Pre-incubation,NA,6.66,NA,-215,-235.11,-0.173133,-0.188545
SRR6206130,BMOB18,NA,Soil,II.Preinc.site.7,Treatment,Pre-incubation,NA,6.66,NA,-215,-235.11,-0.174007,-0.187451
SRR6206127,BMOB18,NA,Soil,PM.Acetate.site.3,Treatment,Acetate,NA,7.74,NA,-297,-253.22,-0.179206,-0.192341
SRR6206128,BMOB18,NA,Soil,PM.Acetate.site.6,Treatment,Acetate,NA,7.74,NA,-297,-253.22,-0.174878,-0.192363
SRR6206132,BMOB18,NA,Soil,PM.Acetate.site.7,Treatment,Acetate,NA,7.74,NA,-297,-253.22,-0.188377,-0.195709
SRR6206133,BMOB18,NA,Soil,PM.Acetate.site.8,Treatment,Acetate,NA,7.74,NA,-297,-253.22,-0.162817,-0.19257
SRR6206114,BMOB18,NA,Soil,PM.NegCtrl.site.3,Treatment,No amendment,NA,6.75,NA,-61,-75.79,-0.16195,-0.194404
SRR6206113,BMOB18,NA,Soil,PM.NegCtrl.site.6,Treatment,No amendment,NA,6.75,NA,-61,-75.79,-0.166176,-0.193743
SRR6206112,BMOB18,NA,Soil,PM.NegCtrl.site.7,Treatment,No amendment,NA,6.75,NA,-61,-75.79,-0.16627,-0.197116
SRR6206111,BMOB18,NA,Soil,PM.NegCtrl.site.8,Treatment,No amendment,NA,6.75,NA,-61,-75.79,-0.162559,-0.193881
SRR6206105,BMOB18,NA,Soil,PM.Preinc.site.3,Treatment,Pre-incubation,NA,6.26,NA,-65,-108.78,-0.157377,-0.193656
SRR6206104,BMOB18,NA,Soil,PM.Preinc.site.6,Treatment,Pre-incubation,NA,6.26,NA,-65,-108.78,-0.167791,-0.194104
SRR6206117,BMOB18,NA,Soil,PM.Preinc.site.7,Treatment,Pre-incubation,NA,6.26,NA,-65,-108.78,-0.166898,-0.197455
SRR6206118,BMOB18,NA,Soil,PM.Preinc.site.8,Treatment,Pre-incubation,NA,6.26,NA,-65,-108.78,-0.16043,-0.193877
SRR6206119,BMOB18,NA,Soil,SI.Acetate.site.1,Treatment,Acetate,NA,7.46,NA,-367,-339.79,-0.174172,-0.191895
SRR6206120,BMOB18,NA,Soil,SI.Acetate.site.4,Treatment,Acetate,NA,7.46,NA,-367,-339.79,-0.173903,-0.190915
SRR6206106,BMOB18,NA,Soil,SI.Acetate.site.5,Treatment,Acetate,NA,7.46,NA,-367,-339.79,-0.172878,-0.196901
SRR6206136,BMOB18,NA,Soil,SI.Acetate.site.7,Treatment,Acetate,NA,7.46,NA,-367,-339.79,-0.169262,-0.196147
SRR6206137,BMOB18,NA,Soil,SI.NegCtrl.site.1,Treatment,No amendment,NA,6.9,NA,-161,-166.92,-0.177812,-0.191349
SRR6206151,BMOB18,NA,Soil,SI.NegCtrl.site.4,Treatment,No amendment,NA,6.9,NA,-161,-166.92,-0.167243,-0.193231
SRR6206139,BMOB18,NA,Soil,SI.NegCtrl.site.5,Treatment,No amendment,NA,6.9,NA,-161,-166.92,-0.169437,-0.194704
SRR6206138,BMOB18,NA,Soil,SI.NegCtrl.site.7,Treatment,No amendment,NA,6.9,NA,-161,-166.92,-0.162783,-0.197502
SRR6206122,BMOB18,NA,Soil,SI.Preinc.site.1,Treatment,Pre-incubation,NA,6.85,NA,-209,-217.87,-0.173582,-0.192638
SRR6206121,BMOB18,NA,Soil,SI.Preinc.site.4,Treatment,Pre-incubation,NA,6.85,NA,-209,-217.87,-0.166447,-0.192172
SRR6206140,BMOB18,NA,Soil,SI.Preinc.site.5,Treatment,Pre-incubation,NA,6.85,NA,-209,-217.87,-0.166482,-0.196283
SRR6206131,BMOB18,NA,Soil,SI.Preinc.site.7,Treatment,Pre-incubation,NA,6.85,NA,-209,-217.87,-0.166101,-0.190873
SRR12264746,WHLH21,NA,Soil,18A1,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.137263,NA
SRR12264745,WHLH21,NA,Soil,18A2,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.137335,NA
SRR12264754,WHLH21,NA,Soil,18A3,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.141243,NA
SRR12264753,WHLH21,NA,Soil,18A4,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.139497,NA
SRR12264752,WHLH21,NA,Soil,18C1,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.143731,NA
SRR12264751,WHLH21,NA,Soil,18C2,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.141562,NA
SRR12264750,WHLH21,NA,Soil,18C3,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.137076,NA
SRR12264749,WHLH21,NA,Soil,18C4,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.140596,NA
SRR12264748,WHLH21,NA,Soil,18G1,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.137201,NA
SRR12264747,WHLH21,NA,Soil,18G2,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.138292,NA
SRR12264744,WHLH21,NA,Soil,18G3,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.140863,NA
SRR12264743,WHLH21,NA,Soil,18G4,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.135856,NA
SRR12264758,WHLH21,NA,Soil,18M1,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.133402,NA
SRR12264757,WHLH21,NA,Soil,18M2,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.133081,NA
SRR12264756,WHLH21,NA,Soil,18M3,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.134287,NA
SRR12264755,WHLH21,NA,Soil,18M4,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.132651,NA
SRR12284207,WHLH21,NA,Soil,18A5,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.150669,NA
SRR12284206,WHLH21,NA,Soil,18A6,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.151131,NA
SRR12284199,WHLH21,NA,Soil,18A7,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.149207,NA
SRR12284198,WHLH21,NA,Soil,18A8,Stage,Cyanobacteria,NA,7.85,NA,348.53,398.81,-0.152151,NA
SRR12284197,WHLH21,NA,Soil,18C5,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.151718,NA
SRR12284196,WHLH21,NA,Soil,18C6,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.150494,NA
SRR12284195,WHLH21,NA,Soil,18C7,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.149918,NA
SRR12284194,WHLH21,NA,Soil,18C8,Stage,Cyanolichen,NA,7.8,NA,379.84,427.16,-0.145284,NA
SRR12284193,WHLH21,NA,Soil,18G5,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.145855,NA
SRR12284192,WHLH21,NA,Soil,18G6,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.145685,NA
SRR12284205,WHLH21,NA,Soil,18G7,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.150864,NA
SRR12284204,WHLH21,NA,Soil,18G8,Stage,Chlorolichen,NA,7.71,NA,396.71,438.71,-0.147854,NA
SRR12284203,WHLH21,NA,Soil,18M5,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.139465,NA
SRR12284202,WHLH21,NA,Soil,18M6,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.141643,NA
SRR12284201,WHLH21,NA,Soil,18M7,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.140193,NA
SRR12284200,WHLH21,NA,Soil,18M8,Stage,Moss,NA,7.68,NA,411.51,451.74,-0.135768,NA
SRR10091965,CWC+20,NA,Soil,PP-C-1-0,Management,,NA,4.43,NA,415,262.97,-0.148829,NA
SRR10091954,CWC+20,NA,Soil,PP-C-2-0,Management,,NA,4.43,NA,415,262.97,-0.149142,NA
SRR10091943,CWC+20,NA,Soil,PP-C-3-0,Management,,NA,4.43,NA,415,262.97,-0.148657,NA
SRR10091899,CWC+20,NA,Soil,PPBA-C-1-0,Management,,NA,4.92,NA,396,272.96,-0.136055,NA
SRR10091982,CWC+20,NA,Soil,PPBA-C-2-0,Management,,NA,4.92,NA,396,272.96,-0.136428,NA
SRR10091879,CWC+20,NA,Soil,PPBA-C-3-0,Management,,NA,4.92,NA,396,272.96,-0.136334,NA
