sample_id,study_name,study_subset,environment,sample,groupby,group,T,pH,O2_umol_L,Eh,Eh7,Bacteria_Zc,Archaea_Zc
SRR12127981,IBK+22,NA,Lake & Pond,275W4,Land Use,Arable,21,7.91,218.76,359.6,412.71,-0.162519,NA
SRR12127980,IBK+22,NA,Lake & Pond,275W5,Land Use,Arable,11,7.882,NA,363.5,413.23,-0.161537,NA
SRR12127971,IBK+22,NA,Lake & Pond,287W5,Land Use,Arable,11.9,5.698,136.26,400.4,326.76,-0.168266,NA
SRR12128031,IBK+22,NA,Lake & Pond,2489W4,Land Use,Arable,21.1,6.77,80.63,209,195.57,-0.173843,NA
SRR12128026,IBK+22,NA,Lake & Pond,2565W4,Land Use,Forest,15.4,6.28,56.25,372.3,331.08,-0.158679,NA
SRR12128009,IBK+22,NA,Lake & Pond,259W4,Land Use,Arable,21.4,7.1,223.45,365.2,371.04,-0.17203,NA
SRR12127972,IBK+22,NA,Lake & Pond,287W4,Land Use,Arable,21.9,6.64,139.38,326.8,305.73,-0.156712,NA
SRR12128083,IBK+22,NA,Lake & Pond,149W4,Land Use,Arable,18.3,8.26,234.7,325.9,398.76,-0.164219,NA
SRR12128071,IBK+22,NA,Lake & Pond,1590W4,Land Use,Forest,15.1,7.29,71.25,327.2,343.79,-0.158432,NA
SRR12128111,IBK+22,NA,Lake & Pond,1189W4,Land Use,Arable,19.9,6.9,1.25,188,182.19,-0.167175,NA
SRR12128697,IBK+22,NA,Lake & Pond,265W5,Land Use,Arable,12.6,7.22,165.32,387.6,400.07,NA,-0.200745
SRR12128691,IBK+22,NA,Lake & Pond,269W4,Land Use,Arable,22.6,8.196,243.76,376.4,446.58,NA,-0.198986
SRR12128690,IBK+22,NA,Lake & Pond,269W5,Land Use,Arable,12.7,7.872,90,375.1,424.56,NA,-0.199041
SRR12128851,IBK+22,NA,Lake & Pond,258W5,Land Use,Arable,11.9,7.665,NA,382.4,420.01,NA,-0.202189
SRR12128796,IBK+22,NA,Lake & Pond,259W5,Land Use,Arable,11,7.186,NA,351.2,361.69,NA,-0.199754
SRR12128807,IBK+22,NA,Lake & Pond,259W4,Land Use,Arable,21.4,7.1,223.45,365.2,371.04,NA,-0.200469
SRR12128422,IBK+22,NA,Lake & Pond,2489W4,Land Use,Arable,21.1,6.77,80.63,209,195.57,NA,-0.190297
SRR12128377,IBK+22,NA,Lake & Pond,2565W4,Land Use,Forest,15.4,6.28,56.25,372.3,331.08,NA,-0.192635
SRR12128588,IBK+22,NA,Lake & Pond,187W4,Land Use,Arable,19.6,7.72,88.75,253.3,295.12,NA,-0.195848
SRR12128655,IBK+22,NA,Lake & Pond,1604W4,Land Use,Arable,18.2,7.37,97.82,376.7,398.09,NA,-0.197788
SRR12128043,IBK+22,NA,Lake & Pond,1590W4,Land Use,Forest,15.1,7.29,71.25,327.2,343.79,NA,-0.200142
SRR12127988,IBK+22,NA,Lake & Pond,1598W4,Land Use,Arable,15.9,6.49,109.38,382.9,353.65,NA,-0.191178
SRR12127977,IBK+22,NA,Lake & Pond,1189W4,Land Use,Arable,19.9,6.9,1.25,188,182.19,NA,-0.196415
SRR12128154,IBK+22,NA,Lake & Pond,149W4,Land Use,Arable,18.3,8.26,234.7,325.9,398.76,NA,-0.192153
SRR12128251,IBK+22,NA,Lake & Pond,807W5,Land Use,Arable,10.9,6.937,NA,378.6,375.05,NA,-0.202244
SRR12128241,IBK+22,NA,Lake & Pond,892W5,Land Use,Arable,10.5,7.149,75,429.4,437.79,NA,-0.194477
SRR12128233,IBK+22,NA,Lake & Pond,893W4,Land Use,Arable,16.8,8.45,235.95,371.9,455.32,NA,-0.192708
SRR12128225,IBK+22,NA,Lake & Pond,907W5,Land Use,Grassland,10.1,6.442,56.25,412.3,380.94,NA,-0.198907
SRR12128206,IBK+22,NA,Lake & Pond,939W4,Land Use,Grassland,18.7,6.7,77.5,259.7,242.33,NA,-0.20037
SRR12128201,IBK+22,NA,Lake & Pond,940W4,Land Use,Grassland,16.6,6.957,74.38,286.1,283.63,NA,-0.199309
SRR12128200,IBK+22,NA,Lake & Pond,940W5,Land Use,Grassland,10.4,6.752,NA,130.9,116.95,NA,-0.183981
SRR12128190,IBK+22,NA,Lake & Pond,942W4,Land Use,Grassland,17.5,7.65,105.32,255.2,292.68,NA,-0.201077
SRR12128189,IBK+22,NA,Lake & Pond,942W5,Land Use,Grassland,10.4,8.228,NA,373.6,442.69,NA,-0.19978
SRR12128269,IBK+22,NA,Lake & Pond,606W4,Land Use,Arable,21.3,7.43,31.56,316.9,342.02,NA,-0.197252
SRR12128264,IBK+22,NA,Lake & Pond,607W4,Land Use,Arable,22.3,7.22,95.32,381.5,394.4,NA,-0.199445
SRR12128261,IBK+22,NA,Lake & Pond,805W4,Land Use,Arable,18.4,6.6,87.19,171.3,148.16,NA,-0.195516
SRR12128252,IBK+22,NA,Lake & Pond,807W4,Land Use,Arable,18.1,7.16,140.94,348.8,358.05,NA,-0.196583
SRR12128242,IBK+22,NA,Lake & Pond,892W4,Land Use,Arable,16.8,8.45,235.95,371.9,455.32,NA,-0.198805
SRR12128226,IBK+22,NA,Lake & Pond,907W4,Land Use,Grassland,21.1,6.89,107.82,311.7,305.28,NA,-0.197707
SRR12128209,IBK+22,NA,Lake & Pond,911W4,Land Use,Grassland,19.8,7.43,104.69,376.2,401.19,NA,-0.198519
SRR12128303,IBK+22,NA,Lake & Pond,275W4,Land Use,Arable,21,7.91,218.76,359.6,412.71,NA,-0.200233
SRR12128302,IBK+22,NA,Lake & Pond,275W5,Land Use,Arable,11,7.882,NA,363.5,413.23,NA,-0.199696
SRR12128295,IBK+22,NA,Lake & Pond,287W5,Land Use,Arable,11.9,5.698,136.26,400.4,326.76,NA,-0.199966
SRR12128292,IBK+22,NA,Lake & Pond,28W4,Land Use,Arable,17.3,6.19,62.5,307.2,260.52,NA,-0.197663
SRR12128278,IBK+22,NA,Lake & Pond,312W5,Land Use,Arable,13.2,9.082,NA,325.6,443.89,NA,-0.196886
SRR12128273,IBK+22,NA,Lake & Pond,40W4,Land Use,Arable,15,7.155,28.13,243.2,252.06,NA,-0.198184
SRR12128296,IBK+22,NA,Lake & Pond,287W4,Land Use,Arable,21.9,6.64,139.38,326.8,305.73,NA,-0.194741
SRR12128279,IBK+22,NA,Lake & Pond,312W4,Land Use,Arable,19.9,7.17,135.01,371.9,381.78,NA,-0.194805
ERR4575187,NLE+21,NA,Lake & Pond,1.5m-2017,Year,2017,31.2,NA,271.89,260,260,-0.180914,NA
ERR4578913,NLE+21,NA,Lake & Pond,5m-2017,Year,2017,30.8,NA,271.89,262,262,-0.17545,NA
ERR4575188,NLE+21,NA,Lake & Pond,13m-2017,Year,2017,27,NA,59.38,276,276,-0.169632,NA
ERR4575301,NLE+21,NA,Lake & Pond,14.5m-2017,Year,2017,24.8,NA,9.38,274,274,-0.165321,NA
ERR4575397,NLE+21,NA,Lake & Pond,15m-2017,Year,2017,23.6,NA,6.25,272,272,-0.166251,NA
ERR4575302,NLE+21,NA,Lake & Pond,16m-2017,Year,2017,22.8,NA,0,265,265,-0.165946,NA
ERR4578909,NLE+21,NA,Lake & Pond,17m-2017,Year,2017,19.9,NA,0,-71,-71,-0.164425,NA
ERR4578912,NLE+21,NA,Lake & Pond,18m-2017,Year,2017,18.4,NA,0,-152,-152,-0.161661,NA
ERR4578915,NLE+21,NA,Lake & Pond,0.5m-2018,Year,2018,28,NA,231.26,141,141,-0.172284,NA
ERR4578997,NLE+21,NA,Lake & Pond,2.5m-2018,Year,2018,28,NA,231.26,147,147,-0.173363,NA
ERR4578998,NLE+21,NA,Lake & Pond,5m-2018,Year,2018,28,NA,231.26,147,147,-0.173516,NA
ERR4578999,NLE+21,NA,Lake & Pond,7m-2018,Year,2018,28,NA,231.26,147,147,-0.172782,NA
ERR4578916,NLE+21,NA,Lake & Pond,10m-2018,Year,2018,28,NA,231.26,149,149,-0.17287,NA
ERR4578917,NLE+21,NA,Lake & Pond,13m-2018,Year,2018,27.2,NA,218.76,151,151,-0.174219,NA
ERR4578926,NLE+21,NA,Lake & Pond,14m-2018,Year,2018,25.7,NA,137.51,155,155,-0.169294,NA
ERR4578928,NLE+21,NA,Lake & Pond,15m-2018,Year,2018,23.7,NA,46.88,-95,-95,-0.168278,NA
ERR4578993,NLE+21,NA,Lake & Pond,16m-2018,Year,2018,22.9,NA,15.63,-145,-145,-0.16806,NA
ERR4578994,NLE+21,NA,Lake & Pond,17m-2018,Year,2018,21.3,NA,6.25,-176,-176,-0.169387,NA
ERR4578995,NLE+21,NA,Lake & Pond,18m-2018,Year,2018,20.3,NA,0,-194,-194,-0.169426,NA
ERR4578996,NLE+21,NA,Lake & Pond,19m-2018,Year,2018,19.3,NA,0,-203,-203,-0.168967,NA
ERR4578914,NLE+21,NA,Lake & Pond,22m-2018,Year,2018,17.3,NA,0,-224,-224,-0.165553,NA
SRR8243246,MTC21,NA,Lake & Pond,MON_1,Year,2012,9.5,8.2,359.39,290.4,357.7,-0.15477,NA
SRR8243241,MTC21,NA,Lake & Pond,MON_10,Year,2012,13.9,7.8,365.64,330,375.56,-0.14341,NA
SRR8243188,MTC21,NA,Lake & Pond,MON_100,Year,2013,4,8,365.64,280,334.99,-0.143893,NA
SRR8243258,MTC21,NA,Lake & Pond,MON_102,Year,2013,6.4,8.5,387.51,230,313.2,-0.156,NA
SRR8243257,MTC21,NA,Lake & Pond,MON_103,Year,2013,12.8,8.6,418.77,230,320.78,-0.15679,NA
SRR8243256,MTC21,NA,Lake & Pond,MON_104,Year,2013,9,8.9,434.39,245,351.36,-0.157523,NA
SRR8243254,MTC21,NA,Lake & Pond,MON_106,Year,2013,9.1,8.6,440.64,235,324.6,-0.162647,NA
SRR8243253,MTC21,NA,Lake & Pond,MON_107,Year,2013,11.3,8.8,359.39,230,331.59,-0.156235,NA
SRR8243252,MTC21,NA,Lake & Pond,MON_108,Year,2013,10,9.1,393.76,242,359.98,-0.153484,NA
SRR8243251,MTC21,NA,Lake & Pond,MON_109,Year,2013,8.6,9,365.64,250,361.8,-0.155752,NA
SRR8243191,MTC21,NA,Lake & Pond,MON_11,Year,2012,11.7,8.3,381.26,305,378.47,-0.15892,NA
SRR8243250,MTC21,NA,Lake & Pond,MON_110,Year,2013,7.9,8.3,328.14,270,342.49,-0.158176,NA
SRR8243200,MTC21,NA,Lake & Pond,MON_111,Year,2013,7.5,8.2,340.64,275,341.82,-0.156196,NA
SRR8243201,MTC21,NA,Lake & Pond,MON_112,Year,2013,6.7,8.3,362.51,275,347.18,-0.15583,NA
SRR8243202,MTC21,NA,Lake & Pond,MON_113,Year,2013,8.5,8.4,375.01,144,222.24,-0.152345,NA
SRR8243203,MTC21,NA,Lake & Pond,MON_114,Year,2013,11,8.4,490.64,245,323.93,-0.155752,NA
SRR8243205,MTC21,NA,Lake & Pond,MON_116,Year,2014,8.5,8.4,362.51,265,343.24,-0.164576,NA
SRR8243206,MTC21,NA,Lake & Pond,MON_117,Year,2014,9,8.3,368.76,272,344.78,-0.163896,NA
SRR8243207,MTC21,NA,Lake & Pond,MON_118,Year,2014,9.7,8.3,353.14,275,347.96,-0.15291,NA
SRR8243208,MTC21,NA,Lake & Pond,MON_119,Year,2014,11.4,8.3,337.51,270,343.39,-0.172271,-0.187422
SRR8243192,MTC21,NA,Lake & Pond,MON_12,Year,2012,14.4,8.8,375.01,306,408.7,-0.151587,NA
SRR8243209,MTC21,NA,Lake & Pond,MON_120,Year,2014,11.3,8,331.26,290,346.44,-0.157708,NA
SRR8243294,MTC21,NA,Lake & Pond,MON_122,Year,2014,11.5,8,328.14,300,356.48,-0.162034,NA
SRR8243293,MTC21,NA,Lake & Pond,MON_123,Year,2014,8,8,362.51,244,299.78,-0.168556,NA
SRR8243296,MTC21,NA,Lake & Pond,MON_124,Year,2014,8.5,8,368.76,248,303.88,-0.173319,NA
SRR8243295,MTC21,NA,Lake & Pond,MON_125,Year,2014,11.2,8,337.51,304,360.42,-0.156061,NA
SRR8243298,MTC21,NA,Lake & Pond,MON_126,Year,2014,10.8,8.6,359.39,285,375.14,-0.161459,NA
SRR8243297,MTC21,NA,Lake & Pond,MON_127,Year,2014,12.2,8.8,346.89,278,379.91,-0.158826,NA
SRR8243300,MTC21,NA,Lake & Pond,MON_128,Year,2014,8,9.1,378.14,240,357.14,-0.162644,NA
SRR8243299,MTC21,NA,Lake & Pond,MON_129,Year,2014,10,8,303.14,242,298.18,-0.14492,-0.107274
SRR8243193,MTC21,NA,Lake & Pond,MON_13,Year,2012,13.1,9.2,331.26,278,402.95,-0.138075,NA
SRR8243292,MTC21,NA,Lake & Pond,MON_130,Year,2014,10,8.4,309.39,215,293.65,-0.153859,-0.164241
SRR8243291,MTC21,NA,Lake & Pond,MON_131,Year,2014,10,8,334.39,235,291.18,-0.159042,-0.152982
SRR8243275,MTC21,NA,Lake & Pond,MON_133,Year,2014,25,8,315.64,215,274.16,-0.152522,-0.148212
SRR8243276,MTC21,NA,Lake & Pond,MON_134,Year,2014,24,7.8,243.76,235,282.17,-0.159364,-0.132349
SRR8243273,MTC21,NA,Lake & Pond,MON_135,Year,2014,21,8.8,334.39,200,305.05,-0.170737,NA
SRR8243274,MTC21,NA,Lake & Pond,MON_136,Year,2014,7.9,8.35,332.82,145.5,220.78,-0.157008,NA
SRR8243279,MTC21,NA,Lake & Pond,MON_137,Year,2014,8.1,8.39,371.89,187.1,264.67,-0.151701,NA
SRR8243280,MTC21,NA,Lake & Pond,MON_138,Year,2014,8.4,8.61,400.02,224,313.94,-0.149356,NA
SRR8243277,MTC21,NA,Lake & Pond,MON_139,Year,2014,8.5,8.26,362.51,262,332.41,-0.152232,-0.188293
SRR8243194,MTC21,NA,Lake & Pond,MON_14,Year,2012,10.5,8.1,331.26,350,411.91,-0.163018,NA
SRR8243278,MTC21,NA,Lake & Pond,MON_140,Year,2014,8.7,8.28,400.02,261,332.58,-0.16129,NA
SRR8243271,MTC21,NA,Lake & Pond,MON_141,Year,2014,8.9,8.8,446.89,225,325.73,-0.163679,NA
SRR8243272,MTC21,NA,Lake & Pond,MON_142,Year,2014,8.1,8.42,409.39,279,358.24,-0.149696,NA
SRR8243161,MTC21,NA,Lake & Pond,MON_144,Year,2014,6,8.95,406.27,270,378,-0.147433,NA
SRR8243160,MTC21,NA,Lake & Pond,MON_145,Year,2014,6,8.71,368.14,295,389.71,-0.160886,NA
SRR8243159,MTC21,NA,Lake & Pond,MON_146,Year,2014,6.1,8.21,367.2,335,402.04,-0.154952,-0.164819
SRR8243158,MTC21,NA,Lake & Pond,MON_147,Year,2014,7.2,8.34,409.39,296,370.54,-0.170456,NA
SRR8243165,MTC21,NA,Lake & Pond,MON_148,Year,2014,6.3,8.25,345.64,299,368.31,-0.171125,NA
SRR8243195,MTC21,NA,Lake & Pond,MON_15,Year,2012,12,8.3,331.26,305,378.55,-0.16237,NA
SRR8243197,MTC21,NA,Lake & Pond,MON_17,Year,2012,12,8.1,321.89,312,374.23,-0.1654,NA
SRR8243198,MTC21,NA,Lake & Pond,MON_18,Year,2012,10,8.1,321.89,318,379.8,-0.154098,NA
SRR8243189,MTC21,NA,Lake & Pond,MON_19,Year,2012,9.1,8.1,340.64,280,341.6,-0.151684,NA
SRR8243247,MTC21,NA,Lake & Pond,MON_2,Year,2012,13.5,8.6,353.14,315,406,-0.154126,NA
SRR8243190,MTC21,NA,Lake & Pond,MON_20,Year,2012,8.1,8,346.89,287,342.8,-0.149864,NA
SRR8243215,MTC21,NA,Lake & Pond,MON_21,Year,2012,5.9,7.9,371.89,242,291.83,-0.158667,NA
SRR8243214,MTC21,NA,Lake & Pond,MON_22,Year,2012,7.8,7.9,353.14,290,340.17,-0.165131,NA
SRR8243217,MTC21,NA,Lake & Pond,MON_23,Year,2012,9.2,8,334.39,302,358.02,-0.157461,-0.162115
SRR8243216,MTC21,NA,Lake & Pond,MON_24,Year,2012,8.5,8.2,359.39,303,370.06,-0.156211,NA
SRR8243211,MTC21,NA,Lake & Pond,MON_25,Year,2012,8.2,9,378.14,286,397.65,-0.1491,NA
SRR8243210,MTC21,NA,Lake & Pond,MON_26,Year,2012,8,8.8,421.89,275,375.41,-0.168384,-0.197737
SRR8243213,MTC21,NA,Lake & Pond,MON_27,Year,2013,4.5,8.4,400.02,225,302.12,-0.159846,NA
SRR8243212,MTC21,NA,Lake & Pond,MON_28,Year,2013,5.5,8.7,415.64,206,299.99,-0.154838,NA
SRR8243219,MTC21,NA,Lake & Pond,MON_29,Year,2013,7.8,8.2,384.39,260,326.89,-0.148729,-0.133965
SRR8243218,MTC21,NA,Lake & Pond,MON_30,Year,2013,7,8.3,393.76,250,322.26,-0.164744,NA
SRR8243226,MTC21,NA,Lake & Pond,MON_31,Year,2013,9.5,8.4,381.26,238,316.51,-0.162858,NA
SRR8243227,MTC21,NA,Lake & Pond,MON_32,Year,2013,9.5,8.8,456.27,245,345.95,-0.16245,NA
SRR8243224,MTC21,NA,Lake & Pond,MON_33,Year,2013,8.3,8.2,396.89,280,347.01,-0.160219,NA
SRR8243225,MTC21,NA,Lake & Pond,MON_34,Year,2013,9.5,8,362.51,256,312.08,-0.160276,NA
SRR8243222,MTC21,NA,Lake & Pond,MON_35,Year,2013,10,8,346.89,285,341.18,-0.165338,NA
SRR8243223,MTC21,NA,Lake & Pond,MON_36,Year,2013,12,8,328.14,295,351.58,-0.157531,-0.189995
SRR8243220,MTC21,NA,Lake & Pond,MON_37,Year,2013,11.3,8.4,362.51,270,349.01,-0.158226,NA
SRR8243221,MTC21,NA,Lake & Pond,MON_38,Year,2013,12,8.7,368.76,275,371.18,-0.158611,NA
SRR8243228,MTC21,NA,Lake & Pond,MON_39,Year,2013,11,8.9,431.27,280,387.12,-0.160711,NA
SRR8243249,MTC21,NA,Lake & Pond,MON_4,Year,2012,14.3,8.2,325.01,340,408.44,-0.148336,NA
SRR8243229,MTC21,NA,Lake & Pond,MON_40,Year,2013,9.4,8.2,331.26,244,311.27,-0.15229,NA
SRR8243233,MTC21,NA,Lake & Pond,MON_41,Year,2013,11,8.5,353.14,230.8,315.37,-0.154867,NA
SRR8243232,MTC21,NA,Lake & Pond,MON_42,Year,2013,9.4,8.4,325.01,246.6,325.09,-0.153646,NA
SRR8243231,MTC21,NA,Lake & Pond,MON_43,Year,2013,10.1,8.9,359.39,210,316.78,-0.164487,NA
SRR8243230,MTC21,NA,Lake & Pond,MON_44,Year,2013,1.5,7.9,396.89,293.3,342.34,-0.155155,NA
SRR8243237,MTC21,NA,Lake & Pond,MON_45,Year,2013,2,8,390.64,285.5,340.09,-0.156609,NA
SRR8243236,MTC21,NA,Lake & Pond,MON_46,Year,2013,2.3,8,387.51,288.5,343.15,-0.157635,NA
SRR8243235,MTC21,NA,Lake & Pond,MON_47,Year,2013,13.6,8.2,321.89,245,313.27,-0.154948,-0.193387
SRR8243234,MTC21,NA,Lake & Pond,MON_48,Year,2013,15,8.6,328.14,275,366.48,-0.154534,NA
SRR8243239,MTC21,NA,Lake & Pond,MON_49,Year,2013,15.1,8.1,315.64,303,365.91,-0.157744,NA
SRR8243242,MTC21,NA,Lake & Pond,MON_5,Year,2012,12.5,8.6,328.14,345,435.68,-0.149162,NA
SRR8243238,MTC21,NA,Lake & Pond,MON_50,Year,2013,15.3,8.4,321.89,288,368.12,-0.159745,NA
SRR8243266,MTC21,NA,Lake & Pond,MON_51,Year,2013,15.4,8.2,312.51,245,313.7,-0.156741,NA
SRR8243267,MTC21,NA,Lake & Pond,MON_52,Year,2013,14.8,9.1,328.14,258,377.98,-0.162377,NA
SRR8243268,MTC21,NA,Lake & Pond,MON_53,Year,2013,14,8.3,315.64,303.3,377.37,-0.155413,-0.190014
SRR8243269,MTC21,NA,Lake & Pond,MON_54,Year,2013,11.2,8.6,368.76,258,348.27,-0.157284,NA
SRR8243262,MTC21,NA,Lake & Pond,MON_55,Year,2013,15,8.4,390.64,265,345.04,-0.152428,NA
SRR8243263,MTC21,NA,Lake & Pond,MON_56,Year,2013,13.9,8,343.76,240,296.95,-0.159944,-0.193337
SRR8243264,MTC21,NA,Lake & Pond,MON_57,Year,2013,16.3,8.6,387.51,250,341.89,-0.152459,NA
SRR8243265,MTC21,NA,Lake & Pond,MON_58,Year,2013,16.1,8.4,315.64,270,350.35,-0.155133,NA
SRR8243260,MTC21,NA,Lake & Pond,MON_59,Year,2013,16,8.9,337.51,230,339,-0.159653,NA
SRR8243261,MTC21,NA,Lake & Pond,MON_60,Year,2013,23.3,7.9,275.01,270,322.94,-0.147235,NA
SRR8243284,MTC21,NA,Lake & Pond,MON_61,Year,2013,24.9,8.8,331.26,235,341.45,-0.152657,NA
SRR8243283,MTC21,NA,Lake & Pond,MON_62,Year,2013,32,7.3,231.26,290,308.16,-0.152336,-0.162074
SRR8243286,MTC21,NA,Lake & Pond,MON_63,Year,2013,29.5,9,384.39,220,340.1,-0.152849,-0.193687
SRR8243285,MTC21,NA,Lake & Pond,MON_64,Year,2013,31,7.8,262.51,260,308.28,-0.148418,NA
SRR8243288,MTC21,NA,Lake & Pond,MON_65,Year,2013,22.1,8.1,303.14,325,389.44,-0.150508,-0.194
SRR8243287,MTC21,NA,Lake & Pond,MON_66,Year,2013,23.5,8.1,293.76,312,376.74,-0.158219,-0.194659
SRR8243290,MTC21,NA,Lake & Pond,MON_67,Year,2013,28,8.1,281.26,188.6,254.33,-0.147062,-0.146888
SRR8243289,MTC21,NA,Lake & Pond,MON_68,Year,2013,25.8,9.3,256.26,170,306.42,-0.166153,NA
SRR8243282,MTC21,NA,Lake & Pond,MON_69,Year,2013,26.5,7.6,275.01,270,305.67,-0.158396,-0.18843
SRR8243244,MTC21,NA,Lake & Pond,MON_7,Year,2012,5.9,9,293.76,341,451.73,-0.168373,NA
SRR8243281,MTC21,NA,Lake & Pond,MON_70,Year,2013,25.1,8.6,278.14,220,314.68,-0.162108,NA
SRR8243168,MTC21,NA,Lake & Pond,MON_71,Year,2013,22.5,8.2,275.01,220,290.39,-0.151078,-0.195229
SRR8243174,MTC21,NA,Lake & Pond,MON_72,Year,2013,21.5,8.1,284.39,205,269.31,-0.151441,-0.153638
SRR8243166,MTC21,NA,Lake & Pond,MON_73,Year,2013,21.5,8.1,284.39,200,264.31,-0.157071,NA
SRR8243167,MTC21,NA,Lake & Pond,MON_74,Year,2013,17.5,8.7,287.51,225,323.04,-0.1525,NA
SRR8243164,MTC21,NA,Lake & Pond,MON_75,Year,2013,19.1,8.2,403.14,235,304.58,-0.152544,-0.101055
SRR8243178,MTC21,NA,Lake & Pond,MON_76,Year,2013,20,9.5,443.77,180,325.41,-0.168192,NA
SRR8243162,MTC21,NA,Lake & Pond,MON_77,Year,2013,17.4,8.3,306.26,195,269.94,-0.167245,NA
SRR8243163,MTC21,NA,Lake & Pond,MON_78,Year,2013,34.5,7.5,234.38,260,290.52,-0.150342,-0.16247
SRR8243156,MTC21,NA,Lake & Pond,MON_79,Year,2013,27.9,8.1,275.01,225,290.7,-0.152122,NA
SRR8243245,MTC21,NA,Lake & Pond,MON_8,Year,2012,6.3,8.2,375.01,339,405.53,-0.166234,NA
SRR8243157,MTC21,NA,Lake & Pond,MON_80,Year,2013,34,7.9,296.89,220,274.85,-0.154529,-0.115149
SRR8243175,MTC21,NA,Lake & Pond,MON_81,Year,2013,30.3,9.1,359.39,190,316.44,-0.165433,-0.196383
SRR8243173,MTC21,NA,Lake & Pond,MON_83,Year,2013,30,8.2,228.13,230,302.18,-0.143303,-0.195044
SRR8243172,MTC21,NA,Lake & Pond,MON_84,Year,2013,32.5,7.9,246.88,230,284.58,-0.150006,-0.106408
SRR8243171,MTC21,NA,Lake & Pond,MON_85,Year,2013,29.6,8.8,253.13,122.6,230.72,-0.163497,-0.197756
SRR8243170,MTC21,NA,Lake & Pond,MON_86,Year,2013,29.3,8.4,271.89,210,294.01,-0.163738,NA
SRR8243169,MTC21,NA,Lake & Pond,MON_87,Year,2013,22.6,7.7,262.51,250,291.08,-0.134761,-0.086154
SRR8243199,MTC21,NA,Lake & Pond,MON_88,Year,2013,18.8,7.7,278.14,265,305.55,-0.142814,-0.100363
SRR8243177,MTC21,NA,Lake & Pond,MON_89,Year,2013,18.8,9.2,303.14,199,326.44,-0.159521,NA
SRR8243240,MTC21,NA,Lake & Pond,MON_9,Year,2012,8.6,7.9,368.76,326,376.31,-0.160243,NA
SRR8243176,MTC21,NA,Lake & Pond,MON_90,Year,2013,2,8.1,378.14,250,310.05,-0.166588,NA
SRR8243179,MTC21,NA,Lake & Pond,MON_91,Year,2013,5,8,368.76,245,300.19,-0.164679,NA
SRR8243180,MTC21,NA,Lake & Pond,MON_92,Year,2013,7.5,8.3,350.01,270,342.39,-0.15974,NA
SRR8243181,MTC21,NA,Lake & Pond,MON_93,Year,2013,10,8.3,340.64,270,343.03,-0.159074,NA
SRR8243182,MTC21,NA,Lake & Pond,MON_94,Year,2013,9,8.1,343.76,305,366.58,-0.163805,NA
SRR8243183,MTC21,NA,Lake & Pond,MON_95,Year,2013,7.5,8.1,362.51,305,366.25,-0.150105,NA
SRR8243184,MTC21,NA,Lake & Pond,MON_96,Year,2013,5.2,8,362.51,320,375.23,-0.165297,NA
SRR8243185,MTC21,NA,Lake & Pond,MON_97,Year,2013,1.5,9.2,365.64,280,399.89,-0.162265,NA
SRR8243186,MTC21,NA,Lake & Pond,MON_98,Year,2013,3,8.1,378.14,320,380.27,-0.152125,NA
SRR8243187,MTC21,NA,Lake & Pond,MON_99,Year,2013,3.5,8,393.76,295,349.89,-0.170835,NA
SRR13517066,SPA+21,NA,Lake & Pond,2016_31_08_E,Depth,Epi,25,8.5,303.14,134.3,223.03,-0.170881,NA
SRR13517067,SPA+21,NA,Lake & Pond,2016_31_08_M,Depth,Meso,9.3,7.1,0,-141.7,-136.1,-0.160333,NA
SRR13517053,SPA+21,NA,Lake & Pond,2016_07_09_E,Depth,Epi,24.8,8.5,256.26,182.5,271.17,-0.174144,NA
SRR13517055,SPA+21,NA,Lake & Pond,2016_07_09_S,Depth,Secchi,15,7.5,34.38,193,221.59,-0.163476,NA
SRR13517054,SPA+21,NA,Lake & Pond,2016_07_09_M,Depth,Meso,10.2,7.2,0,-137.3,-126.06,-0.160332,NA
SRR13517056,SPA+21,NA,Lake & Pond,2016_14_09_E,Depth,Epi,25.2,8.4,275.01,192.3,275.17,-0.177645,NA
SRR13517057,SPA+21,NA,Lake & Pond,2016_14_09_S,Depth,Secchi,16.8,7.3,3.13,212,229.26,-0.16193,NA
SRR13517058,SPA+21,NA,Lake & Pond,2016_14_09_M,Depth,Meso,9.7,7,0,-157,-157,-0.159197,NA
SRR13517059,SPA+21,NA,Lake & Pond,2016_21_09_E,Depth,Epi,22.2,8.3,265.63,205.7,281.88,-0.168639,NA
SRR13517061,SPA+21,NA,Lake & Pond,2016_21_09_S,Depth,Secchi,15.8,7.3,0,15.07,32.27,-0.167556,NA
SRR13517060,SPA+21,NA,Lake & Pond,2016_21_09_M,Depth,Meso,10.1,7.1,0,-153.3,-147.68,-0.16005,NA
SRR13517064,SPA+21,NA,Lake & Pond,2016_28_09_E,Depth,Epi,21.7,8.5,281.26,155,242.75,-0.169605,NA
SRR13517065,SPA+21,NA,Lake & Pond,2016_28_09_S,Depth,Secchi,12.5,7.2,0,-14.3,-2.96,-0.166321,NA
SRR13517062,SPA+21,NA,Lake & Pond,2016_28_09_M,Depth,Meso,9.7,7.1,0,-175,-169.39,-0.161066,NA
SRR13517050,SPA+21,NA,Lake & Pond,2016_05_10_E,Depth,Epi,20.4,8.3,250.01,-51.3,24.42,-0.169136,NA
SRR13517051,SPA+21,NA,Lake & Pond,2016_05_10_M,Depth,Meso,10,7.2,0,-152,-140.76,-0.162782,NA
